oid_migrash,ms_gush,ms_migrash,k_yeud_rashi,t_yeud_rashi,Shape_Length,Shape_Area,Shape,ms_ezor,ms_ezor_shetach
30039,7099,106,1008,תחבורה,25.826869,28.555054,Polygon,,
30040,7000,2209,1008,תחבורה,18.00218,6.809474,Polygon,,
30041,7000,2217,1008,תחבורה,9.146541,1.412191,Polygon,,
30042,6111,2405,1008,תחבורה,204.655486,689.069414,Polygon,,
30043,6035,2076,1006,שטחים פתוחים,11.886801,1.481539,Polygon,,
30044,6035,2078,1006,שטחים פתוחים,1371.684655,25277.57614,Polygon,,
30045,6911,2013,1001,מגורים,81.045026,364.531062,Polygon,,
30046,6911,44,1008,תחבורה,451.300092,1726.560435,Polygon,,
30047,7092,70,1001,מגורים,92.841071,263.560692,Polygon,,
30048,7092,139,1001,מגורים,87.781634,401.903046,Polygon,,
30049,7092,135,1001,מגורים,102.190192,481.56981,Polygon,,
30050,7092,113,1002,מסחר,66.908293,278.972146,Polygon,,
30051,7091,71,1002,מסחר,91.852281,444.248414,Polygon,,
30052,7092,5,1002,מסחר,77.042921,361.82769,Polygon,,
30053,7092,106,1002,מסחר,81.047025,203.295881,Polygon,,
30054,6110,2797,1008,תחבורה,333.893881,828.390734,Polygon,,
30055,6110,2787,1008,תחבורה,672.70142,11510.41849,Polygon,,
30056,7102,2157,1008,תחבורה,194.578753,1318.431171,Polygon,,
30057,6610,2112,1008,תחבורה,20.984962,26.720981,Polygon,,
30058,6610,2084,1008,תחבורה,141.587235,1176.177226,Polygon,,
30059,6610,2050,1006,שטחים פתוחים,525.643044,1283.688771,Polygon,,
30060,6610,2046,1003,תעסוקה,540.982239,9406.438056,Polygon,,
30061,6620,2200,1008,תחבורה,112.708504,21.335812,Polygon,,
30062,6610,2090,1008,תחבורה,1228.247263,16330.18962,Polygon,,
30063,6610,2116,1008,תחבורה,144.649009,110.428965,Polygon,,
30064,6954,124,1008,תחבורה,309.966055,1137.690245,Polygon,,
30065,6954,219,1008,תחבורה,29.49974,13.750148,Polygon,,
30066,7062,24,1008,תחבורה,16.895699,16.818415,Polygon,,
30067,7062,2026,1008,תחבורה,16.006436,13.017696,Polygon,,
30068,7062,165,1008,תחבורה,43.753266,115.301152,Polygon,,
30069,7062,2007,1008,תחבורה,77.648652,147.272832,Polygon,,
30070,7062,2128,1008,תחבורה,15.359784,4.513408,Polygon,,
30071,6929,178,1008,תחבורה,166.518043,507.610336,Polygon,,
30072,6133,896,1001,מגורים,86.563766,381.9873,Polygon,,
30073,6927,41,1001,מגורים,42.695726,111.838492,Polygon,,
30074,6929,72,1001,מגורים,67.102796,257.465702,Polygon,,
30075,6163,96,0,ללא סיווג,91.674693,511.91515,Polygon,,
30076,6929,2016,1008,תחבורה,21.967134,28.538371,Polygon,,
30077,6929,83,1001,מגורים,51.197859,126.461639,Polygon,,
30078,6163,120,0,ללא סיווג,88.701537,485.8215,Polygon,,
30079,6927,16,1001,מגורים,48.424768,134.366552,Polygon,,
30080,6133,643,1002,מסחר,84.629112,413.49833,Polygon,,
30081,6133,958,1001,מגורים,118.423129,875.3575,Polygon,,
30082,6928,47,1001,מגורים,57.77484,205.540627,Polygon,,
30083,6928,45,1001,מגורים,87.120087,440.152265,Polygon,,
30084,7097,42,1001,מגורים,74.185125,214.990984,Polygon,,
30085,7097,43,1001,מגורים,71.342271,172.547758,Polygon,,
30086,6943,4,1002,מסחר,83.093469,430.242336,Polygon,,
30087,6133,2051,1008,תחבורה,116.922348,612.960807,Polygon,,
30088,7424,20,1002,מסחר,55.221022,190.312992,Polygon,,
30089,7424,14,1002,מסחר,54.950877,192.629465,Polygon,,
30090,6133,2056,1008,תחבורה,25.022407,12.17161,Polygon,,
30091,7425,39,1002,מסחר,56.892199,201.204748,Polygon,,
30092,7424,31,1002,מסחר,56.904853,202.084079,Polygon,,
30093,6977,236,1005,מבנים ומוסדות ציבור,15.224841,13.672798,Polygon,,
30094,6947,72,1002,מסחר,83.386962,424.838478,Polygon,,
30095,6975,69,1002,מסחר,81.570653,392.270885,Polygon,,
30096,6142,250,0,ללא סיווג,70.327373,152.1265,Polygon,,
30097,6141,69,0,ללא סיווג,247.898383,3825.49477,Polygon,,
30098,6035,42,0,ללא סיווג,372.884497,4180.319152,Polygon,,
30099,6037,74,0,ללא סיווג,436.462201,3508.565268,Polygon,,
30100,7098,33,1001,מגורים,78.306554,277.986145,Polygon,,
30101,7425,28,1002,מסחר,54.314808,182.041009,Polygon,,
30102,7098,126,1001,מגורים,72.198049,185.0912,Polygon,,
30103,7098,127,1001,מגורים,73.049891,197.3622,Polygon,,
30104,6948,208,1001,מגורים,45.315004,116.982614,Polygon,,
30105,6134,2261,1008,תחבורה,22.603784,10.205866,Polygon,,
30106,6978,43,1001,מגורים,33.620718,69.595836,Polygon,,
30107,6142,295,0,ללא סיווג,737.82601,3737.77273,Polygon,,
30108,6948,2153,1009,שטח לתכנון בעתיד,43.637076,93.691347,Polygon,,
30109,6134,558,1001,מגורים,94.313064,554.119427,Polygon,,
30110,7244,2009,1006,שטחים פתוחים,76.858726,240.393983,Polygon,,
30111,6947,76,1002,מסחר,68.5611,248.649184,Polygon,,
30112,6948,29,1009,שטח לתכנון בעתיד,88.253871,449.010698,Polygon,,
30113,6134,279,1001,מגורים,78.146042,291.46065,Polygon,,
30114,6948,2230,1008,תחבורה,14.941864,4.187813,Polygon,,
30115,7084,133,1002,מסחר,72.61554,293.975076,Polygon,,
30116,6130,2018,1008,תחבורה,130.088798,477.5041,Polygon,,
30117,6975,2063,1009,שטח לתכנון בעתיד,68.659882,188.480884,Polygon,,
30118,6134,589,1001,מגורים,58.39424,197.034907,Polygon,,
30119,6975,12,1009,שטח לתכנון בעתיד,91.993374,474.76895,Polygon,,
30120,7071,3,1010,אחר,42.56926,80.6965,Polygon,,
30121,7244,55,1005,מבנים ומוסדות ציבור,101.384965,536.178602,Polygon,,
30122,6975,127,1002,מסחר,86.917826,408.06115,Polygon,,
30123,6975,71,1002,מסחר,69.300955,208.794282,Polygon,,
30124,7060,2022,1008,תחבורה,212.342112,1084.95462,Polygon,,
30125,6129,2015,1008,תחבורה,58.129504,104.679888,Polygon,,
30126,6972,208,1001,מגורים,43.578332,96.8768,Polygon,,
30127,6129,2017,1006,שטחים פתוחים,120.003692,942.164251,Polygon,,
30128,6129,2021,1001,מגורים,226.974337,2820.151476,Polygon,,
30129,6972,111,1001,מגורים,69.87694,213.543356,Polygon,,
30130,6972,11,1001,מגורים,58.156493,182.043715,Polygon,,
30131,7082,9,1003,תעסוקה,96.779006,489.358738,Polygon,,
30132,6973,2058,1005,מבנים ומוסדות ציבור,90.686909,199.405912,Polygon,,
30133,6973,243,1005,מבנים ומוסדות ציבור,18.214356,19.23323,Polygon,,
30134,6972,2101,1003,תעסוקה,59.519194,216.822537,Polygon,,
30135,6130,2053,1001,מגורים,259.665423,2784.835735,Polygon,,
30136,7082,2069,1008,תחבורה,13.059138,5.464976,Polygon,,
30137,6892,27,1001,מגורים,171.186283,1663.247722,Polygon,,
30138,6892,28,1001,מגורים,188.753636,2132.684704,Polygon,,
30139,6129,2090,1006,שטחים פתוחים,90.057706,200.04265,Polygon,,
30140,6972,77,1001,מגורים,62.471985,224.15865,Polygon,,
30141,6972,74,1001,מגורים,63.119993,232.247286,Polygon,,
30142,7069,56,1001,מגורים,40.751371,100.67965,Polygon,,
30143,7069,97,1001,מגורים,68.654762,174.031219,Polygon,,
30144,6972,67,1001,מגורים,77.428614,358.148854,Polygon,,
30145,6972,140,1001,מגורים,68.134802,200.3418,Polygon,,
30146,7069,102,1001,מגורים,67.167896,161.446127,Polygon,,
30147,6130,2080,1008,תחבורה,54.556654,102.295377,Polygon,,
30148,7069,99,1001,מגורים,67.419964,164.697272,Polygon,,
30149,6142,120,0,ללא סיווג,107.270492,718.722511,Polygon,,
30150,6972,45,1001,מגורים,58.406921,212.59045,Polygon,,
30151,6971,2168,1003,תעסוקה,155.003672,1139.104009,Polygon,,
30152,6972,47,1001,מגורים,76.37182,256.592879,Polygon,,
30153,6142,171,0,ללא סיווג,156.838762,1386.627378,Polygon,,
30154,7062,160,1006,שטחים פתוחים,36.490274,69.09994,Polygon,,
30155,6972,60,1001,מגורים,67.87132,263.599982,Polygon,,
30156,6152,2001,1001,מגורים,80.925031,382.532163,Polygon,,
30157,6153,2008,1006,שטחים פתוחים,133.137104,768.262213,Polygon,,
30158,6142,205,0,ללא סיווג,138.021674,1113.815054,Polygon,,
30159,7082,89,1003,תעסוקה,35.179973,67.9838,Polygon,,
30160,7081,17,1001,מגורים,51.310667,160.992,Polygon,,
30161,6973,134,1001,מגורים,64.388815,250.4146,Polygon,,
30162,6973,78,1001,מגורים,55.18555,149.877939,Polygon,,
30163,7076,6,1001,מגורים,58.137435,210.608274,Polygon,,
30164,6971,2159,1008,תחבורה,49.597855,103.0336,Polygon,,
30165,6142,232,0,ללא סיווג,216.856587,2931.777421,Polygon,,
30166,7081,27,1001,מגורים,49.494953,151.787152,Polygon,,
30167,7081,26,1001,מגורים,47.645912,139.021506,Polygon,,
30168,6142,276,0,ללא סיווג,693.817018,3850.609314,Polygon,,
30169,6142,122,0,ללא סיווג,102.421859,652.7305,Polygon,,
30170,7081,35,1001,מגורים,42.72998,112.901544,Polygon,,
30171,6142,128,0,ללא סיווג,98.986416,611.3904,Polygon,,
30172,7062,89,1006,שטחים פתוחים,32.320633,62.32515,Polygon,,
30173,7062,138,1006,שטחים פתוחים,53.285453,106.8026,Polygon,,
30174,7062,145,1006,שטחים פתוחים,37.460354,57.23786,Polygon,,
30175,7062,153,1006,שטחים פתוחים,67.649058,247.854547,Polygon,,
30176,6981,131,1001,מגורים,90.18703,501.305037,Polygon,,
30177,6142,288,0,ללא סיווג,1087.39573,8391.850678,Polygon,,
30178,6981,150,1001,מגורים,90.263247,503.291608,Polygon,,
30179,6969,18,1006,שטחים פתוחים,48.584322,147.029163,Polygon,,
30180,6135,218,1001,מגורים,93.640859,544.847516,Polygon,,
30181,7023,2339,1008,תחבורה,184.582212,281.491866,Polygon,,
30182,6141,102,0,ללא סיווג,80.18594,401.559658,Polygon,,
30183,7024,129,1001,מגורים,48.941089,142.451884,Polygon,,
30184,6141,74,0,ללא סיווג,487.049189,2599.871111,Polygon,,
30185,6141,91,0,ללא סיווג,133.82433,1075.361546,Polygon,,
30186,6136,2421,1008,תחבורה,72.111779,108.20074,Polygon,,
30187,7024,165,1001,מגורים,46.715146,131.73658,Polygon,,
30188,7063,14,1006,שטחים פתוחים,119.449201,896.17951,Polygon,,
30189,7024,184,1001,מגורים,69.671447,289.956717,Polygon,,
30190,6034,2202,1008,תחבורה,112.626179,339.435087,Polygon,,
30191,6982,96,1001,מגורים,89.588267,501.245129,Polygon,,
30192,7065,135,1001,מגורים,95.319465,563.9802,Polygon,,
30193,7065,86,1001,מגורים,91.3735,517.9427,Polygon,,
30194,7242,73,1005,מבנים ומוסדות ציבור,157.346226,1417.719677,Polygon,,
30195,6982,79,1001,מגורים,98.887673,617.451896,Polygon,,
30196,7046,23,1001,מגורים,76.816311,285.764582,Polygon,,
30197,7065,59,1001,מגורים,91.265765,514.699188,Polygon,,
30198,7065,63,1001,מגורים,90.440071,505.299015,Polygon,,
30199,7045,135,1001,מגורים,90.270665,503.049746,Polygon,,
30200,7065,125,1001,מגורים,90.930356,511.125984,Polygon,,
30201,7045,138,1001,מגורים,89.913393,499.098548,Polygon,,
30202,6985,171,1001,מגורים,90.408642,510.051271,Polygon,,
30203,7065,137,1001,מגורים,92.789366,523.8281,Polygon,,
30204,7229,3,1004,מלונאות/תיירות,109.337789,619.950137,Polygon,,
30205,6997,170,1005,מבנים ומוסדות ציבור,139.266361,1116.847762,Polygon,,
30206,7427,2035,1001,מגורים,198.399419,1699.783752,Polygon,,
30207,6108,228,1001,מגורים,112.043602,712.562591,Polygon,,
30208,7229,2079,1008,תחבורה,94.464841,402.23842,Polygon,,
30209,6108,761,1001,מגורים,129.309623,985.338098,Polygon,,
30210,6212,1327,1001,מגורים,131.43472,1058.214111,Polygon,,
30211,6212,2423,1008,תחבורה,22.009401,12.886314,Polygon,,
30212,6214,2399,1011,מגורים-תעסוקה מעורב,95.080781,503.704712,Polygon,,
30213,6213,2727,1008,תחבורה,164.870135,409.678204,Polygon,,
30214,6214,2306,1008,תחבורה,91.67687,96.501306,Polygon,,
30215,6217,2211,1011,מגורים-תעסוקה מעורב,95.937127,562.6134,Polygon,,
30216,6217,2273,1011,מגורים-תעסוקה מעורב,81.477011,400.198239,Polygon,,
30217,6217,2269,1008,תחבורה,388.088795,999.265082,Polygon,,
30218,6212,2402,1008,תחבורה,57.259628,118.849793,Polygon,,
30219,6952,2056,1006,שטחים פתוחים,37.307165,59.17833,Polygon,,
30220,6111,2511,1011,מגורים-תעסוקה מעורב,101.274146,638.489128,Polygon,,
30221,6952,87,1011,מגורים-תעסוקה מעורב,85.234173,417.732391,Polygon,,
30222,6969,2052,1008,תחבורה,165.424009,532.522792,Polygon,,
30223,7062,2126,1008,תחבורה,57.389119,91.7341,Polygon,,
30224,7340,28,1001,מגורים,202.799412,2566.191648,Polygon,,
30225,6969,2038,1008,תחבורה,136.701532,298.780025,Polygon,,
30226,7340,47,1006,שטחים פתוחים,241.047111,1131.687545,Polygon,,
30227,7229,2045,1008,תחבורה,195.549018,900.600558,Polygon,,
30228,6997,167,1001,מגורים,85.985215,334.450856,Polygon,,
30229,6213,367,1006,שטחים פתוחים,190.561543,834.891071,Polygon,,
30230,7051,2329,1008,תחבורה,206.45227,725.941031,Polygon,,
30231,6212,2347,1008,תחבורה,724.603616,3360.200237,Polygon,,
30232,6212,1321,1011,מגורים-תעסוקה מעורב,134.055595,1118.911078,Polygon,,
30233,6212,2149,1008,תחבורה,43.855113,21.805497,Polygon,,
30234,6212,2419,1008,תחבורה,110.882439,707.755513,Polygon,,
30235,6212,2154,1011,מגורים-תעסוקה מעורב,73.671396,321.311415,Polygon,,
30236,6212,2369,1011,מגורים-תעסוקה מעורב,83.371692,419.914469,Polygon,,
30237,6213,2729,1011,מגורים-תעסוקה מעורב,104.80448,649.400927,Polygon,,
30238,6214,2402,1011,מגורים-תעסוקה מעורב,103.206623,576.1462,Polygon,,
30239,7062,2121,1008,תחבורה,37.206033,29.032604,Polygon,,
30240,7062,2122,1008,תחבורה,20.583566,18.71086,Polygon,,
30241,7062,2124,1008,תחבורה,27.98956,46.74503,Polygon,,
30242,7062,2116,1008,תחבורה,90.1952,250.221416,Polygon,,
30243,7340,21,1001,מגורים,146.319752,1325.559731,Polygon,,
30244,7340,2096,1001,מגורים,212.028101,2212.125675,Polygon,,
30245,6997,189,1008,תחבורה,150.513085,203.810296,Polygon,,
30246,6997,162,1001,מגורים,123.93769,948.354247,Polygon,,
30247,6108,225,1001,מגורים,113.145247,733.87396,Polygon,,
30248,6212,2333,1008,תחבורה,105.986691,316.738484,Polygon,,
30249,6212,2412,1008,תחבורה,163.925478,647.278518,Polygon,,
30250,6212,2115,1011,מגורים-תעסוקה מעורב,82.641366,418.57173,Polygon,,
30251,6212,2122,1011,מגורים-תעסוקה מעורב,81.829837,404.436824,Polygon,,
30252,6212,2340,1008,תחבורה,74.852752,277.396715,Polygon,,
30253,6212,2131,1011,מגורים-תעסוקה מעורב,89.656123,499.088451,Polygon,,
30254,6212,2152,1001,מגורים,87.533204,478.802749,Polygon,,
30255,6214,2387,1008,תחבורה,172.826064,364.231473,Polygon,,
30256,6213,2738,1011,מגורים-תעסוקה מעורב,85.454169,446.813354,Polygon,,
30257,7340,60,1008,תחבורה,70.817357,117.147911,Polygon,,
30258,7427,2025,1008,תחבורה,71.057837,65.073495,Polygon,,
30259,6108,235,1006,שטחים פתוחים,173.221389,953.896231,Polygon,,
30260,7083,2276,1006,שטחים פתוחים,188.373538,951.437823,Polygon,,
30261,7229,2048,1008,תחבורה,534.540008,1720.394584,Polygon,,
30262,6213,596,1001,מגורים,117.962789,763.954694,Polygon,,
30263,6212,474,1001,מגורים,92.656119,511.033119,Polygon,,
30264,6212,2378,1011,מגורים-תעסוקה מעורב,83.45809,422.461591,Polygon,,
30265,6212,2376,1011,מגורים-תעסוקה מעורב,82.7298,413.210179,Polygon,,
30266,6212,2360,1011,מגורים-תעסוקה מעורב,83.288163,419.667865,Polygon,,
30267,6212,2362,1011,מגורים-תעסוקה מעורב,117.104753,837.005941,Polygon,,
30268,6212,2415,1008,תחבורה,78.540938,261.241466,Polygon,,
30269,6214,2396,1011,מגורים-תעסוקה מעורב,97.693721,538.568823,Polygon,,
30270,6214,2382,1011,מגורים-תעסוקה מעורב,94.300689,508.441529,Polygon,,
30271,6212,2420,1008,תחבורה,14.77092,11.317179,Polygon,,
30272,6214,2333,1011,מגורים-תעסוקה מעורב,102.645431,557.630277,Polygon,,
30273,6915,7,1009,שטח לתכנון בעתיד,85.303099,384.2641,Polygon,,
30274,6969,9,1008,תחבורה,46.527185,102.06418,Polygon,,
30275,7062,2117,1008,תחבורה,68.943818,258.206141,Polygon,,
30276,7062,2129,1008,תחבורה,39.867086,42.204143,Polygon,,
30277,7062,1,1008,תחבורה,34.612345,73.518805,Polygon,,
30278,7340,35,1005,מבנים ומוסדות ציבור,559.359022,15413.22979,Polygon,,
30279,7052,2599,1008,תחבורה,101.691902,98.614674,Polygon,,
30280,6916,2085,1001,מגורים,75.922574,293.319962,Polygon,,
30281,7229,2028,1006,שטחים פתוחים,83.285045,169.891489,Polygon,,
30282,7083,2273,1011,מגורים-תעסוקה מעורב,133.229914,1038.883301,Polygon,,
30283,7083,2271,1008,תחבורה,16.530145,7.779056,Polygon,,
30284,7229,2042,1008,תחבורה,94.583843,396.322884,Polygon,,
30285,6212,1233,1008,תחבורה,42.159745,57.380094,Polygon,,
30286,6212,2350,1008,תחבורה,320.233825,3497.70588,Polygon,,
30287,6912,2081,1002,מסחר,71.484842,251.064057,Polygon,,
30288,6912,55,1002,מסחר,72.817063,262.115877,Polygon,,
30289,6214,605,1001,מגורים,89.62837,503.388757,Polygon,,
30290,6214,118,1001,מגורים,90.382415,513.484323,Polygon,,
30291,6214,2353,1008,תחבורה,553.142835,3100.633151,Polygon,,
30292,6212,296,1001,מגורים,67.157588,261.127908,Polygon,,
30293,7062,2120,1008,תחבורה,57.741751,177.174421,Polygon,,
30294,7340,12,1001,מגורים,189.082341,2222.095842,Polygon,,
30295,7340,2005,1006,שטחים פתוחים,78.006695,198.079192,Polygon,,
30296,7109,4026,1009,שטח לתכנון בעתיד,82.040081,420.002798,Polygon,,
30297,7340,52,1006,שטחים פתוחים,279.576822,2241.449278,Polygon,,
30298,7229,2072,1008,תחבורה,822.217292,1990.666049,Polygon,,
30299,6997,171,1005,מבנים ומוסדות ציבור,160.229415,883.229301,Polygon,,
30300,7083,2274,1006,שטחים פתוחים,159.018293,560.84014,Polygon,,
30301,6212,2410,1008,תחבורה,17.714722,4.971,Polygon,,
30302,6212,2411,1008,תחבורה,132.085277,189.127216,Polygon,,
30303,6212,2117,1011,מגורים-תעסוקה מעורב,82.075913,408.424772,Polygon,,
30304,6212,2399,1008,תחבורה,78.701552,172.149346,Polygon,,
30305,6212,2421,1011,מגורים-תעסוקה מעורב,63.58371,26.465785,Polygon,,
30306,6213,2735,1011,מגורים-תעסוקה מעורב,84.635436,438.002495,Polygon,,
30307,6213,2732,1011,מגורים-תעסוקה מעורב,90.466157,501.76338,Polygon,,
30308,6214,2026,1011,מגורים-תעסוקה מעורב,93.641095,493.545989,Polygon,,
30309,6216,2069,1011,מגורים-תעסוקה מעורב,78.247583,216.15658,Polygon,,
30310,6952,88,1001,מגורים,90.923146,519.337558,Polygon,,
30311,6951,2038,1011,מגורים-תעסוקה מעורב,81.27756,381.606339,Polygon,,
30312,6951,2036,1011,מגורים-תעסוקה מעורב,79.650476,362.519079,Polygon,,
30313,6111,864,1006,שטחים פתוחים,116.541206,591.716128,Polygon,,
30314,6951,2028,1008,תחבורה,223.991751,1009.513459,Polygon,,
30315,6111,145,1001,מגורים,146.318926,1145.467257,Polygon,,
30316,6111,2509,1008,תחבורה,169.507109,396.367034,Polygon,,
30317,6952,2068,1008,תחבורה,34.10871,70.215168,Polygon,,
30318,7111,118,1001,מגורים,89.61889,490.774969,Polygon,,
30319,7111,110,1001,מגורים,87.934749,455.810408,Polygon,,
30320,7081,84,1008,תחבורה,168.559012,850.834243,Polygon,,
30321,6111,2467,1011,מגורים-תעסוקה מעורב,102.256944,641.190709,Polygon,,
30322,6111,2303,1011,מגורים-תעסוקה מעורב,104.605947,663.240508,Polygon,,
30323,7085,2154,1011,מגורים-תעסוקה מעורב,86.364108,451.135847,Polygon,,
30324,6214,2393,1011,מגורים-תעסוקה מעורב,80.350616,395.655967,Polygon,,
30325,6212,396,1011,מגורים-תעסוקה מעורב,97.946545,554.097423,Polygon,,
30326,6952,56,1001,מגורים,91.258437,516.118862,Polygon,,
30327,6214,2336,1001,מגורים,87.688483,471.793603,Polygon,,
30328,6915,71,1001,מגורים,86.235499,450.037941,Polygon,,
30329,6217,2262,1008,תחבורה,20.467367,14.902215,Polygon,,
30330,6217,2268,1011,מגורים-תעסוקה מעורב,47.778386,108.287424,Polygon,,
30331,6217,2270,1011,מגורים-תעסוקה מעורב,92.288118,515.485229,Polygon,,
30332,6625,894,1001,מגורים,124.884269,942.321086,Polygon,,
30333,6952,2002,1008,תחבורה,96.322003,495.799065,Polygon,,
30334,6952,2048,1011,מגורים-תעסוקה מעורב,91.442825,475.811358,Polygon,,
30335,6952,112,1001,מגורים,106.652026,647.034647,Polygon,,
30336,6952,2062,1011,מגורים-תעסוקה מעורב,127.456203,823.862827,Polygon,,
30337,6625,3191,1008,תחבורה,110.025164,245.018625,Polygon,,
30338,6625,2130,1008,תחבורה,110.287882,248.746647,Polygon,,
30339,6111,2512,1011,מגורים-תעסוקה מעורב,105.911131,694.786392,Polygon,,
30340,6952,89,1001,מגורים,92.862856,528.395381,Polygon,,
30341,6951,2035,1011,מגורים-תעסוקה מעורב,81.191205,379.947917,Polygon,,
30342,6111,2521,1011,מגורים-תעסוקה מעורב,104.970838,648.90552,Polygon,,
30343,6111,2065,1008,תחבורה,135.91521,136.722324,Polygon,,
30344,6951,111,1001,מגורים,93.979587,511.891295,Polygon,,
30345,6212,2074,1011,מגורים-תעסוקה מעורב,171.334627,1413.254719,Polygon,,
30346,6212,2417,1006,שטחים פתוחים,175.347768,1237.594497,Polygon,,
30347,6212,2370,1011,מגורים-תעסוקה מעורב,82.709988,412.583411,Polygon,,
30348,6212,2251,1010,אחר,139.65505,1221.513478,Polygon,,
30349,6213,2728,1011,מגורים-תעסוקה מעורב,96.404607,531.971369,Polygon,,
30350,6213,2730,1011,מגורים-תעסוקה מעורב,104.463447,643.029133,Polygon,,
30351,6213,2739,1011,מגורים-תעסוקה מעורב,85.437914,444.916029,Polygon,,
30352,6214,2401,1011,מגורים-תעסוקה מעורב,84.443775,372.304254,Polygon,,
30353,6214,269,1001,מגורים,101.491297,595.865618,Polygon,,
30354,6915,12,1001,מגורים,88.192077,436.086337,Polygon,,
30355,6216,2052,1011,מגורים-תעסוקה מעורב,43.465585,58.280247,Polygon,,
30356,6953,42,1011,מגורים-תעסוקה מעורב,69.096489,298.337822,Polygon,,
30357,6217,2226,1011,מגורים-תעסוקה מעורב,44.023505,76.276227,Polygon,,
30358,6217,2271,1011,מגורים-תעסוקה מעורב,91.55078,506.444447,Polygon,,
30359,6217,2277,1011,מגורים-תעסוקה מעורב,100.511821,628.771196,Polygon,,
30360,6217,682,1001,מגורים,223.212181,2988.750939,Polygon,,
30361,6631,223,1008,תחבורה,783.491382,10326.16761,Polygon,,
30362,6217,2267,1011,מגורים-תעסוקה מעורב,70.456887,200.57721,Polygon,,
30363,6217,2210,1011,מגורים-תעסוקה מעורב,45.545403,92.711119,Polygon,,
30364,6217,2266,1011,מגורים-תעסוקה מעורב,35.59923,29.706914,Polygon,,
30365,6215,2074,1011,מגורים-תעסוקה מעורב,79.969366,409.856177,Polygon,,
30366,6215,2071,1008,תחבורה,91.876172,90.466568,Polygon,,
30367,6217,2275,1011,מגורים-תעסוקה מעורב,90.599416,480.090437,Polygon,,
30368,6217,2276,1011,מגורים-תעסוקה מעורב,92.010849,511.755015,Polygon,,
30369,6217,678,1001,מגורים,185.026001,2010.947864,Polygon,,
30370,6217,42,1001,מגורים,95.97948,558.185235,Polygon,,
30371,6631,205,1008,תחבורה,603.18904,4810.240814,Polygon,,
30372,6625,2134,1008,תחבורה,47.158152,95.61076,Polygon,,
30373,6952,51,1001,מגורים,111.706694,743.811096,Polygon,,
30374,6952,158,1001,מגורים,113.337436,715.018925,Polygon,,
30375,6952,46,1001,מגורים,96.93038,580.650978,Polygon,,
30376,6952,126,1001,מגורים,92.63529,493.942841,Polygon,,
30377,6625,1157,1008,תחבורה,46.688245,85.704326,Polygon,,
30378,6625,2469,1008,תחבורה,56.003856,120.496805,Polygon,,
30379,6625,2117,1008,תחבורה,14.82485,11.316521,Polygon,,
30380,6217,44,1001,מגורים,99.408717,568.826108,Polygon,,
30381,6217,2263,1011,מגורים-תעסוקה מעורב,127.643579,971.863256,Polygon,,
30382,6217,2279,1008,תחבורה,104.996103,245.531319,Polygon,,
30383,6625,761,1008,תחבורה,525.591312,4848.130678,Polygon,,
30384,6111,176,1001,מגורים,105.237895,663.420637,Polygon,,
30385,6212,2409,1008,תחבורה,32.145389,55.539492,Polygon,,
30386,6952,2060,1011,מגורים-תעסוקה מעורב,101.584001,612.077044,Polygon,,
30387,6111,2505,1008,תחבורה,61.372666,126.037122,Polygon,,
30388,6625,1156,1001,מגורים,99.731913,579.316279,Polygon,,
30389,6625,2080,1008,תחבורה,426.239397,1421.419642,Polygon,,
30390,6625,2120,1008,תחבורה,77.606963,107.36207,Polygon,,
30391,7083,203,1001,מגורים,53.114079,173.078246,Polygon,,
30392,6952,9,1001,מגורים,89.787479,504.641192,Polygon,,
30393,6952,2046,1011,מגורים-תעסוקה מעורב,100.201657,569.60974,Polygon,,
30394,6111,2513,1011,מגורים-תעסוקה מעורב,91.631115,518.538681,Polygon,,
30395,6951,2034,1011,מגורים-תעסוקה מעורב,79.366589,324.739816,Polygon,,
30396,6111,2526,1011,מגורים-תעסוקה מעורב,100.261834,594.384307,Polygon,,
30397,6111,407,1001,מגורים,47.883948,34.587429,Polygon,,
30398,6213,2736,1011,מגורים-תעסוקה מעורב,84.402907,436.691838,Polygon,,
30399,6213,2737,1011,מגורים-תעסוקה מעורב,85.052242,442.205625,Polygon,,
30400,6214,2395,1011,מגורים-תעסוקה מעורב,74.207056,321.475992,Polygon,,
30401,6214,2400,1008,תחבורה,127.922893,296.551168,Polygon,,
30402,6915,8,1002,מסחר,88.508945,424.410337,Polygon,,
30403,6953,41,1011,מגורים-תעסוקה מעורב,75.343609,265.656736,Polygon,,
30404,6953,43,1011,מגורים-תעסוקה מעורב,69.966503,305.751583,Polygon,,
30405,6217,2230,1011,מגורים-תעסוקה מעורב,49.331534,126.738443,Polygon,,
30406,6953,44,1011,מגורים-תעסוקה מעורב,70.461778,310.120223,Polygon,,
30407,6953,45,1011,מגורים-תעסוקה מעורב,73.002563,331.299365,Polygon,,
30408,6215,2073,1011,מגורים-תעסוקה מעורב,77.420393,374.918591,Polygon,,
30409,6625,3115,1008,תחבורה,35.736221,71.263929,Polygon,,
30410,6952,2061,1011,מגורים-תעסוקה מעורב,97.96164,558.733176,Polygon,,
30411,6952,2063,1011,מגורים-תעסוקה מעורב,118.674632,615.858423,Polygon,,
30412,6952,2021,1008,תחבורה,327.908078,1197.16699,Polygon,,
30413,6952,2055,1008,תחבורה,194.536919,1238.827707,Polygon,,
30414,6625,3190,1008,תחבורה,110.983542,248.636775,Polygon,,
