זיהוי ממג מגרש *,מספר גוש *,מספר מגרש *,קוד ייעוד ראשי,תיאור ייעוד ראשי,שטח רשום,שטח גרפי,Shape_Length,Shape_Area,צורה *
1771,6628,164,1001,מגורים,503,504.87,90.727113,504.872946,Polygon
1772,6336,19,1001,מגורים,768,730.67,108.536062,730.669436,Polygon
1773,6625,1045,1008,תחבורה,150,133.43,57.355394,133.427464,Polygon
1774,6625,584,1008,תחבורה,6112,6129.89,468.014142,6129.889132,Polygon
1775,6624,651,1001,מגורים,690,691.66,112.926884,691.659058,Polygon
1776,6628,45,1001,מגורים,522,510.64,92.640918,510.636608,Polygon
1777,6631,2200,1006,שטחים פתוחים,1860.18,1827.84,171.156217,1827.837782,Polygon
1778,6628,569,1001,מגורים,571,569.57,96.3279,569.572839,Polygon
1779,6628,316,1008,תחבורה,3266,3180.84,511.069836,3180.838394,Polygon
1780,6624,692,1006,שטחים פתוחים,189,189.47,71.295513,189.474992,Polygon
1781,6628,119,1001,מגורים,507,504.68,91.614313,504.684806,Polygon
1782,6624,831,1001,מגורים,249,248,67.458813,247.996104,Polygon
1783,6628,572,1001,מגורים,637,637.85,99.525287,637.854877,Polygon
1784,6626,149,1001,מגורים,560,551.06,95.289951,551.064976,Polygon
1785,6626,128,1001,מגורים,505,502.35,91.488919,502.350972,Polygon
1786,6628,323,1008,תחבורה,387,385.22,124.347895,385.219614,Polygon
1787,6624,408,1001,מגורים,906,907.36,135.782807,907.355842,Polygon
1788,6628,115,1001,מגורים,501,501.46,91.333717,501.460544,Polygon
1789,6628,140,1001,מגורים,507,513.31,93.618656,513.310582,Polygon
1790,6630,503,1001,מגורים,2642,2438.59,198.002596,2438.590761,Polygon
1791,6627,2787,1008,תחבורה,2077.73,2131.12,439.15313,2131.120057,Polygon
1792,6624,823,1001,מגורים,244,243.1,66.60724,243.098562,Polygon
1793,6630,803,1001,מגורים,2346,2323.53,214.991245,2323.533938,Polygon
1794,6336,361,1001,מגורים,951,953.6,127.047542,953.595618,Polygon
1795,6628,225,1001,מגורים,501,496.23,92.121189,496.228836,Polygon
1796,6792,2029,1008,תחבורה,84.48,86.41,51.659032,86.413139,Polygon
1797,6336,612,1008,תחבורה,1270,959.97,309.558039,959.974328,Polygon
1798,6336,512,1001,מגורים,767,835.57,121.695498,835.56813,Polygon
1799,6883,17,1001,מגורים,3329,3328.71,236.256962,3328.713921,Polygon
1800,6336,551,1001,מגורים,646,629.31,99.617779,629.31426,Polygon
1801,6625,977,1008,תחבורה,111,107.92,54.973862,107.921968,Polygon
1802,6628,787,1001,מגורים,517,524.76,94.762938,524.757654,Polygon
1803,6625,1001,1008,תחבורה,115,108.24,54.775948,108.235078,Polygon
1804,6625,2226,1008,תחבורה,124.22,121.78,58.720778,121.784724,Polygon
1805,6336,555,1001,מגורים,608,590.23,97.097219,590.229209,Polygon
1806,6627,277,1001,מגורים,966,976.6,128.504479,976.603987,Polygon
1807,6625,1065,1008,תחבורה,133,144.75,64.873948,144.747341,Polygon
1808,6627,284,1001,מגורים,889,888.99,120.942733,888.989255,Polygon
1809,6627,330,1001,מגורים,489,480.89,88.226577,480.887908,Polygon
1810,6625,2133,1001,מגורים,575.68,577.03,99.49767,577.033413,Polygon
1811,6638,499,1001,מגורים,556,550.38,91.857548,550.37655,Polygon
1812,6638,465,1001,מגורים,717,718.14,108.051438,718.138018,Polygon
1813,6636,673,1001,מגורים,527,511.54,89.446486,511.543326,Polygon
1814,6212,176,1006,שטחים פתוחים,9500,9436.38,418.351296,9436.379944,Polygon
1815,6212,1280,1001,מגורים,539,539.18,92.754141,539.18291,Polygon
1816,6963,40,1001,מגורים,277,287.72,70.583908,287.723972,Polygon
1817,6212,244,1001,מגורים,353,349.85,88.356432,349.849116,Polygon
1818,6212,2125,1008,תחבורה,50.81,50.41,45.45873,50.408407,Polygon
1819,6212,242,1001,מגורים,339,331.34,84.753707,331.342594,Polygon
1820,6214,57,1001,מגורים,463,453.01,88.079726,453.005081,Polygon
1821,6214,261,1001,מגורים,502,500.25,89.896166,500.249135,Polygon
1822,6770,50,1001,מגורים,4653,4648.34,272.028311,4648.34327,Polygon
1823,6771,41,1001,מגורים,646,655.1,100.913438,655.101509,Polygon
1824,6772,43,1001,מגורים,898,903.26,122.218805,903.256103,Polygon
1825,6772,27,1001,מגורים,910,915.61,123.679483,915.611934,Polygon
1826,6772,41,1001,מגורים,991,1002.12,127.089965,1002.119612,Polygon
1827,6798,39,1001,מגורים,467,467.95,87.991945,467.949649,Polygon
1828,6798,17,1001,מגורים,467,464.79,87.771273,464.789921,Polygon
1829,6648,2318,1006,שטחים פתוחים,23513.12,23601.72,623.419002,23601.72497,Polygon
1830,6798,45,1001,מגורים,484,484.2,87.157947,484.200672,Polygon
1831,6645,2074,1006,שטחים פתוחים,620.02,613.09,145.084895,613.087392,Polygon
1832,6958,88,1008,תחבורה,95,92.78,42.775207,92.778152,Polygon
1833,6957,122,1001,מגורים,455,456.6,85.358493,456.603001,Polygon
1834,6212,360,1001,מגורים,323,324.44,82.734435,324.444095,Polygon
1835,6106,116,1001,מגורים,795,789.07,120.36791,789.065615,Polygon
1836,6106,629,1001,מגורים,807,823.32,119.415425,823.321292,Polygon
1837,6963,52,1001,מגורים,560,563.62,96.208963,563.6184,Polygon
1838,6106,537,1001,מגורים,714,728.98,110.959473,728.981362,Polygon
1839,6106,668,1001,מגורים,717,737.25,111.544356,737.247329,Polygon
1840,6212,2033,1006,שטחים פתוחים,8012.6,7861.85,395.897556,7861.848708,Polygon
1841,6963,58,1001,מגורים,278,282.47,76.276803,282.465367,Polygon
1842,6963,78,1001,מגורים,273,269.72,72.256323,269.721112,Polygon
1843,6212,1057,1001,מגורים,251,256.13,64.886088,256.133783,Polygon
1844,6106,644,1008,תחבורה,79,80.51,49.80875,80.507099,Polygon
1845,6106,2004,1008,תחבורה,30.35,30.89,38.015066,30.890145,Polygon
1846,6212,2083,1008,תחבורה,318.65,325.67,73.214593,325.670753,Polygon
1847,6623,503,1001,מגורים,730,744.65,111.085373,744.654193,Polygon
1848,6649,295,1008,תחבורה,101,103.49,79.085231,103.492578,Polygon
1849,7221,41,1001,מגורים,1585,1584.62,171.590357,1584.616605,Polygon
1850,6627,498,1001,מגורים,504,498.84,89.6897,498.835192,Polygon
1851,6628,259,1001,מגורים,517,526.51,96.022985,526.513552,Polygon
1852,6336,42,1001,מגורים,569,532.04,94.100332,532.04115,Polygon
1853,6628,283,1001,מגורים,508,498.51,91.804717,498.507654,Polygon
1854,6625,814,1001,מגורים,577,577.93,98.160722,577.925032,Polygon
1855,6627,513,1008,תחבורה,72,70.82,52.684416,70.823172,Polygon
1856,6628,381,1001,מגורים,560,557.14,97.354288,557.143395,Polygon
1857,6628,281,1001,מגורים,500,501.52,91.017599,501.520676,Polygon
1858,6336,60,1001,מגורים,852,833.54,118.347158,833.540265,Polygon
1859,6628,221,1001,מגורים,543,545.61,97.610524,545.609445,Polygon
1860,6625,1016,1001,מגורים,735,696.51,107.293906,696.514535,Polygon
1861,6336,105,1001,מגורים,1090,1092.68,134.202532,1092.683381,Polygon
1862,6792,2012,1001,מגורים,536.67,525.65,91.867337,525.648072,Polygon
1863,6792,2024,1001,מגורים,576.42,585.27,96.892904,585.273895,Polygon
1864,6792,2025,1008,תחבורה,93.51,94.91,53.619006,94.911258,Polygon
1865,6792,2039,1008,תחבורה,60.62,60.88,50.099326,60.878381,Polygon
1866,6638,530,1001,מגורים,654,657.59,103.332652,657.59209,Polygon
1867,6649,276,1001,מגורים,1168,1116.64,147.925685,1116.635356,Polygon
1868,6638,529,1001,מגורים,655,656.07,103.292657,656.073141,Polygon
1869,6636,270,1001,מגורים,850,850.53,117.527243,850.525863,Polygon
1870,6637,774,1001,מגורים,671,682.74,104.488366,682.743313,Polygon
1871,6637,669,1008,תחבורה,175,177.81,55.472526,177.810526,Polygon
1872,6638,380,1001,מגורים,609,584.24,95.993083,584.236267,Polygon
1873,6637,682,1001,מגורים,500,487.78,92.335254,487.775152,Polygon
1874,6769,10,1001,מגורים,853,810.14,116.743178,810.141895,Polygon
1875,6636,802,1001,מגורים,517,550.43,94.254826,550.425141,Polygon
1876,6768,16,1005,מבנים ומוסדות ציבור,646,647.85,105.137878,647.850768,Polygon
1877,6637,697,1001,מגורים,1651,1682.86,163.770573,1682.857944,Polygon
1878,6770,26,1001,מגורים,1320,1286.7,143.071352,1286.703335,Polygon
1879,6106,608,1001,מגורים,758,710.06,110.752408,710.062199,Polygon
1880,6638,67,1001,מגורים,1406,1386.16,154.757057,1386.163882,Polygon
1881,6636,820,1001,מגורים,648,673.3,108.878836,673.299275,Polygon
1882,6636,355,1001,מגורים,1156,1163.79,141.938832,1163.785535,Polygon
1883,6638,483,1001,מגורים,1028,1004.76,136.268213,1004.758134,Polygon
1884,6638,508,1001,מגורים,696,691.17,107.291534,691.168842,Polygon
1885,6638,589,1008,תחבורה,580,590.44,310.973915,590.438552,Polygon
1886,6638,455,1001,מגורים,770,770.83,111.632504,770.832371,Polygon
1887,6638,463,1001,מגורים,728,723.25,108.870296,723.245072,Polygon
1888,6636,536,1001,מגורים,444,450.82,85.899487,450.818126,Polygon
1889,6636,559,1001,מגורים,525,534.95,95.483792,534.949862,Polygon
1890,6636,2426,1008,תחבורה,43.27,42.08,112.35948,42.08307,Polygon
1891,6106,534,1008,תחבורה,40,52.17,56.911558,52.171415,Polygon
1892,6212,473,1001,מגורים,523,526.34,94.539601,526.339735,Polygon
1893,6212,137,1001,מגורים,759,759.24,110.611048,759.244568,Polygon
1894,6213,1045,1001,מגורים,308,312.15,71.531098,312.153684,Polygon
1895,6956,154,1008,תחבורה,25,17.37,27.36005,17.367554,Polygon
1896,6772,2002,1008,תחבורה,62.92,62.94,59.826162,62.936021,Polygon
1897,6772,42,1006,שטחים פתוחים,147,147.32,61.671764,147.320765,Polygon
1898,6772,28,1008,תחבורה,218,218.43,85.85814,218.427016,Polygon
1899,6106,2411,1009,שטח לתכנון בעתיד,582.01,581.98,197.66174,581.980078,Polygon
1900,6212,1140,1001,מגורים,248,248.31,65.259464,248.312899,Polygon
1901,6106,506,1008,תחבורה,83,84,115.004836,84.00223,Polygon
1902,6212,1147,1001,מגורים,694,688.27,109.258571,688.274326,Polygon
1903,6336,469,1001,מגורים,595,539.26,93.857745,539.258715,Polygon
1904,6627,306,1001,מגורים,937,922.62,125.006505,922.623488,Polygon
1905,6623,444,1001,מגורים,501,501.99,101.262822,501.991294,Polygon
1906,6637,491,1001,מגורים,514,528.48,96.663548,528.480726,Polygon
1907,6638,467,1001,מגורים,691,679.1,105.854551,679.095118,Polygon
1908,6623,432,1001,מגורים,532,551.95,96.347353,551.949367,Polygon
1909,6623,472,1001,מגורים,760,766.89,110.841411,766.889181,Polygon
1910,6649,310,1001,מגורים,1033,1016.95,151.391623,1016.949862,Polygon
1911,6623,419,1001,מגורים,748,724.17,108.203318,724.173221,Polygon
1912,6623,555,1001,מגורים,752,761.62,115.278,761.623082,Polygon
1913,6623,505,1001,מגורים,601,577.47,98.454078,577.47377,Polygon
1914,6623,548,1001,מגורים,671,637.75,112.49674,637.753757,Polygon
1915,6623,706,1008,תחבורה,81,82.76,47.104441,82.757258,Polygon
1916,6623,468,1001,מגורים,500,501.99,91.017005,501.989171,Polygon
1917,6623,464,1001,מגורים,503,480.08,88.390302,480.078996,Polygon
1918,6638,134,1001,מגורים,645,679.39,106.571723,679.388438,Polygon
1919,6638,613,1001,מגורים,550,558.85,94.035372,558.846106,Polygon
1920,6343,22,0,ללא סיווג,400,467.73,400.240162,467.733865,Polygon
1921,6636,2452,1001,מגורים,535.21,545.62,94.380282,545.618671,Polygon
1922,6630,2298,1008,תחבורה,286.82,251.04,86.702151,251.039555,Polygon
1923,6336,71,1001,מגורים,420,335.6,71.031523,335.602841,Polygon
1924,6627,541,1001,מגורים,533,533.89,95.270535,533.892272,Polygon
1925,6625,957,1001,מגורים,854,854.04,119.241275,854.043706,Polygon
1926,6630,548,1001,מגורים,1690,1745.56,182.954338,1745.564771,Polygon
1927,6628,155,1001,מגורים,585,598.68,104.182744,598.675154,Polygon
1928,6624,377,1001,מגורים,710,690.69,113.371768,690.692054,Polygon
1929,6336,53,1001,מגורים,551,584.43,96.653768,584.432114,Polygon
1930,6628,156,1001,מגורים,506,500.05,90.338591,500.048122,Polygon
1931,6628,158,1001,מגורים,506,501.92,90.382365,501.920567,Polygon
1932,6627,547,1001,מגורים,507,496.31,87.824191,496.312296,Polygon
1933,6792,136,1001,מגורים,338,329.71,72.767257,329.713548,Polygon
1934,6624,795,1001,מגורים,253,251.99,68.817474,251.991294,Polygon
1935,6792,132,1001,מגורים,338,330.42,73.986871,330.4155,Polygon
1936,6624,365,1001,מגורים,736,688.09,109.5592,688.092284,Polygon
1937,6628,415,1001,מגורים,505,514.26,90.92215,514.25807,Polygon
1938,6628,417,1001,מגורים,505,509.93,90.61069,509.932476,Polygon
1939,6638,464,1001,מגורים,737,731.96,109.417666,731.963503,Polygon
1940,6637,366,1001,מגורים,855,858.99,116.263797,858.990545,Polygon
1941,6637,365,1001,מגורים,771,793.4,112.804931,793.399538,Polygon
1942,6638,528,1001,מגורים,673,688.97,106.031223,688.966335,Polygon
1943,6637,329,1001,מגורים,508,506.32,93.729455,506.31665,Polygon
1944,6638,379,1001,מגורים,623,596.28,98.134446,596.28181,Polygon
1945,6636,141,1001,מגורים,879,874.17,127.737387,874.166993,Polygon
1946,6636,150,1001,מגורים,755,739.93,116.307266,739.931342,Polygon
1947,6768,28,1006,שטחים פתוחים,141,141.71,65.586572,141.70875,Polygon
1948,6638,542,1001,מגורים,593,594.51,96.027438,594.506549,Polygon
1949,6636,2322,1008,תחבורה,31.1,32.09,57.027049,32.089878,Polygon
1950,6343,7,0,ללא סיווג,18604,18603.83,695.379362,18603.82595,Polygon
1951,6769,18,1006,שטחים פתוחים,509,510.32,91.34855,510.322478,Polygon
1952,6636,837,1001,מגורים,591,566.36,95.281569,566.357674,Polygon
1953,6636,2485,1008,תחבורה,208,213.35,60.335749,213.352177,Polygon
1954,7222,42,1001,מגורים,1508,1495.66,171.563138,1495.661858,Polygon
1955,6106,127,1001,מגורים,823,791.78,116.325384,791.781689,Polygon
1956,6636,2339,1008,תחבורה,852.25,854.66,239.934529,854.658414,Polygon
1957,6770,43,1008,תחבורה,131,138.91,94.015863,138.906204,Polygon
1958,6638,520,1001,מגורים,681,682.11,104.485015,682.114363,Polygon
1959,6212,2175,1008,תחבורה,408.09,401.92,328.734766,401.916212,Polygon
1960,6212,644,1001,מגורים,544,541.84,96.624663,541.837167,Polygon
1961,6106,2037,1001,מגורים,591.73,629.13,106.499656,629.127552,Polygon
1962,6212,797,1001,מגורים,666,653.39,104.061713,653.391496,Polygon
1963,6106,2118,1001,מגורים,793,810.81,114.689679,810.811202,Polygon
1964,6106,2048,1008,תחבורה,57.88,61.54,48.014926,61.542547,Polygon
1965,6106,687,1008,תחבורה,40,53.19,57.195168,53.18992,Polygon
1966,6212,207,1001,מגורים,270,276.16,77.998829,276.160274,Polygon
1967,6106,462,1001,מגורים,679,639.4,105.174732,639.403825,Polygon
1968,6212,1093,1001,מגורים,250,250.22,64.02459,250.217027,Polygon
1969,6958,64,1001,מגורים,469,461.95,88.80578,461.947428,Polygon
1970,6958,66,1001,מגורים,470,473.2,89.888571,473.204578,Polygon
1971,6212,281,1001,מגורים,291,284.63,69.51218,284.631759,Polygon
1972,6212,1130,1001,מגורים,275,273.54,68.840155,273.53692,Polygon
1973,6959,8,1002,מסחר,340,340.32,79.345022,340.321479,Polygon
1974,6958,147,1001,מגורים,459,446.22,86.494246,446.218137,Polygon
1975,6212,240,1001,מגורים,340,343.89,89.605984,343.892024,Polygon
1976,6212,511,1001,מגורים,507,501.36,90.857674,501.356272,Polygon
1977,6958,166,1008,תחבורה,12,15.95,24.406716,15.953682,Polygon
1978,6636,590,1001,מגורים,875,872.33,121.906648,872.328995,Polygon
1979,6770,22,1001,מגורים,882,833.7,119.630864,833.699126,Polygon
1980,6638,403,1001,מגורים,536,531.76,91.720935,531.759821,Polygon
1981,6770,45,1008,תחבורה,141,169.65,100.42286,169.652703,Polygon
1982,6638,461,1001,מגורים,650,643.1,99.120353,643.100219,Polygon
1983,6636,746,1005,מבנים ומוסדות ציבור,4992,4958.85,300.099632,4958.851332,Polygon
1984,6636,361,1001,מגורים,983,987.23,127.912345,987.228839,Polygon
1985,6638,500,1001,מגורים,711,710.54,106.451822,710.544246,Polygon
1986,6638,491,1001,מגורים,741,732.68,108.59819,732.68166,Polygon
1987,6636,546,1001,מגורים,410,431,86.415509,431.00155,Polygon
1988,6212,2282,1001,מגורים,610.59,610.48,99.528853,610.480364,Polygon
1989,6212,494,1001,מגורים,539,533.17,94.761838,533.165973,Polygon
1990,6212,740,1001,מגורים,251,259.84,73.571259,259.836359,Polygon
1991,6212,774,1001,מגורים,251,248.02,66.404691,248.023357,Polygon
1992,6213,2273,1008,תחבורה,68.82,68.14,43.112003,68.136651,Polygon
1993,6901,103,1001,מגורים,402,399.85,79.955611,399.852531,Polygon
1994,6213,1434,1008,תחבורה,53,53.28,51.993139,53.282806,Polygon
1995,6955,119,1001,מגורים,365,363.4,81.552306,363.398791,Polygon
1996,6963,42,1001,מגורים,566,561.73,100.221298,561.727376,Polygon
1997,6212,1054,1001,מגורים,250,244.34,67.371935,244.341002,Polygon
1998,6106,453,1008,תחבורה,35,34.47,49.20771,34.469001,Polygon
1999,6106,2006,1008,תחבורה,40.44,39.19,55.040157,39.193291,Polygon
2000,6963,77,1008,תחבורה,12,11.52,25.047505,11.517847,Polygon
2001,6106,586,1001,מגורים,721,714.23,107.614039,714.226606,Polygon
2002,6213,700,1001,מגורים,841,824.71,116.827623,824.711495,Polygon
2003,6958,73,1001,מגורים,150,145.2,74.447657,145.202954,Polygon
2004,6212,203,1001,מגורים,270,267.32,77.693396,267.32334,Polygon
2005,6212,1060,1001,מגורים,250,260.08,67.378778,260.076002,Polygon
2006,6959,11,1002,מסחר,331,326.85,78.632366,326.846819,Polygon
2007,6212,259,1001,מגורים,316,319.84,72.481455,319.838029,Polygon
2008,6212,1095,1001,מגורים,254,257.66,65.066692,257.656799,Polygon
2009,6959,2,1002,מסחר,337,340.25,79.583779,340.247215,Polygon
2010,6958,157,1001,מגורים,470,460.19,87.531726,460.192144,Polygon
2011,6212,451,1001,מגורים,205,210.41,60.528006,210.408001,Polygon
2012,6958,138,1001,מגורים,870,852.34,119.753525,852.342522,Polygon
2013,6961,56,1002,מסחר,450,447.51,91.370131,447.51093,Polygon
2014,6958,93,1001,מגורים,300,300.76,70.532916,300.755277,Polygon
2015,6627,134,1001,מגורים,981,983.75,126.958048,983.745242,Polygon
2016,6628,203,1001,מגורים,500,501.8,89.834618,501.802562,Polygon
2017,6627,454,1001,מגורים,982,989.24,128.620335,989.241342,Polygon
2018,6628,206,1001,מגורים,500,502.93,89.930126,502.92706,Polygon
2019,6628,219,1001,מגורים,523,511.52,92.968774,511.518036,Polygon
2020,6628,251,1001,מגורים,500,488.72,89.137677,488.72162,Polygon
2021,6627,501,1001,מגורים,500,485.43,88.338379,485.426133,Polygon
2022,6623,842,1001,מגורים,666,657.88,106.675736,657.880205,Polygon
2023,6336,351,1008,תחבורה,151,143.36,74.517874,143.364149,Polygon
2024,6625,1028,1008,תחבורה,142,127.09,59.495142,127.085973,Polygon
2025,6623,2126,1008,תחבורה,54.2,53.96,41.998384,53.957012,Polygon
2026,6625,1015,1001,מגורים,735,732.5,109.236522,732.504432,Polygon
2027,6792,2026,1001,מגורים,539.1,547.44,93.830495,547.443843,Polygon
2028,6628,365,1001,מגורים,525,539.98,95.84398,539.982052,Polygon
2029,6625,1014,1001,מגורים,735,710.98,108.180173,710.980628,Polygon
2030,6792,2038,1001,מגורים,678.42,681.51,106.903013,681.506711,Polygon
2031,6792,2027,1008,תחבורה,92.93,94.38,52.96403,94.38123,Polygon
2032,6792,2031,1008,תחבורה,84.33,84.14,51.801502,84.135654,Polygon
2033,6627,620,1001,מגורים,501,513.38,91.8096,513.38279,Polygon
2034,6336,559,1001,מגורים,618,675.59,103.835712,675.588186,Polygon
2035,6627,213,1001,מגורים,976,981.87,129.132452,981.867255,Polygon
2036,6883,25,1001,מגורים,8292,8291.84,376.549096,8291.838182,Polygon
2037,6886,11,1001,מגורים,2289,2289.36,197.842846,2289.355038,Polygon
2038,6625,469,1008,תחבורה,114,138.44,55.407815,138.438154,Polygon
2039,6336,419,1001,מגורים,685,726.22,108.134372,726.221019,Polygon
2040,6336,422,1001,מגורים,638,620.57,100.102663,620.568214,Polygon
2041,6336,614,1005,מבנים ומוסדות ציבור,907,849.02,118.025078,849.015818,Polygon
2042,6625,686,1001,מגורים,1013,1003.92,127.868989,1003.91933,Polygon
2043,6336,615,1006,שטחים פתוחים,610,625.54,108.646596,625.535939,Polygon
2044,6623,298,1001,מגורים,950,955.01,128.575354,955.006594,Polygon
2045,6623,660,1001,מגורים,710,669.26,103.580618,669.256004,Polygon
2046,6625,629,1001,מגורים,1013,987.38,130.147135,987.380547,Polygon
2047,6336,471,1001,מגורים,573,553.64,95.209636,553.643298,Polygon
2048,6623,658,1001,מגורים,723,733.66,111.751845,733.663199,Polygon
2049,6623,438,1001,מגורים,532,532.99,94.864943,532.988193,Polygon
2050,6336,496,1001,מגורים,615,644.98,101.927343,644.984058,Polygon
2051,6336,449,1001,מגורים,483,432.39,83.75962,432.385952,Polygon
2052,6623,417,1001,מגורים,743,706.81,107.007332,706.807602,Polygon
2053,6623,2012,1008,תחבורה,104.89,104.38,56.82861,104.378561,Polygon
2054,6636,271,1001,מגורים,920,903.17,121.391193,903.170883,Polygon
2055,6636,100,1001,מגורים,781,821.77,115.095699,821.768288,Polygon
2056,6638,527,1001,מגורים,676,664.23,103.969697,664.230479,Polygon
2057,6637,383,1001,מגורים,633,623.3,120.40895,623.298346,Polygon
2058,6637,483,1001,מגורים,514,521.14,97.537517,521.138421,Polygon
2059,6768,33,1001,מגורים,558,540.06,92.97912,540.055142,Polygon
2060,6638,540,1001,מגורים,542,540.35,93.840216,540.353494,Polygon
2061,6636,149,1001,מגורים,768,741.47,117.692015,741.467811,Polygon
2062,6637,701,1002,מסחר,605,600.47,104.021521,600.467376,Polygon
2063,6636,143,1001,מגורים,796,788.3,124.603427,788.299488,Polygon
2064,6768,7,1001,מגורים,5965,5924.61,332.700331,5924.606817,Polygon
2065,6636,2336,1008,תחבורה,369.53,379.04,201.937843,379.037415,Polygon
2066,6636,293,1001,מגורים,937,913.37,124.768748,913.368665,Polygon
2067,7222,44,1001,מגורים,1575,1576.59,174.89174,1576.591024,Polygon
2068,6772,44,1008,תחבורה,122,113.9,86.204327,113.899209,Polygon
2069,6963,47,1001,מגורים,282,284.47,76.459252,284.468213,Polygon
2070,6636,330,1001,מגורים,676,670.35,103.670135,670.348641,Polygon
2071,6636,720,1001,מגורים,538,534.47,92.919818,534.468982,Polygon
2072,6902,190,1008,תחבורה,16,20.04,33.767703,20.038359,Polygon
2073,7222,12,1001,מגורים,1174,1175.37,138.605943,1175.373296,Polygon
2074,7222,21,1002,מסחר,1389,1370.99,148.473725,1370.989908,Polygon
2075,6772,23,1001,מגורים,895,906.34,133.519149,906.344346,Polygon
2076,6772,46,1006,שטחים פתוחים,135,131.99,56.142053,131.987258,Polygon
2077,6772,40,1006,שטחים פתוחים,106,112.2,56.220574,112.19896,Polygon
2078,6772,47,1008,תחבורה,122,122.84,86.656174,122.839829,Polygon
2079,6645,2087,1006,שטחים פתוחים,6278.15,6198.18,480.632379,6198.183454,Polygon
2080,6798,55,1001,מגורים,1186,1185.04,137.825323,1185.039317,Polygon
2081,6645,2091,1006,שטחים פתוחים,7314.89,7540.69,414.627909,7540.694227,Polygon
2082,6798,43,1001,מגורים,467,468.43,88.041353,468.426212,Polygon
2083,6645,2073,1006,שטחים פתוחים,291.3,286.61,80.285029,286.613057,Polygon
2084,6958,160,1008,תחבורה,14,28.79,46.983017,28.78556,Polygon
2085,6961,92,1001,מגורים,416,420.38,91.078795,420.378514,Polygon
2086,6960,78,1002,מסחר,414,401.55,83.202532,401.551856,Polygon
2087,6963,69,1006,שטחים פתוחים,1150,1136.28,135.123497,1136.2762,Polygon
2088,6106,533,1001,מגורים,724,664.33,103.241208,664.327243,Polygon
2089,6212,795,1001,מגורים,665,665.41,105.054935,665.409414,Polygon
2090,6212,226,1001,מגורים,280,282.21,73.945262,282.210903,Polygon
2091,6212,525,1001,מגורים,521,521.91,91.505346,521.913563,Polygon
2092,6212,1137,1001,מגורים,279,277,70.011804,276.997741,Polygon
2093,6959,75,1006,שטחים פתוחים,6059,6035.41,372.755558,6035.411304,Polygon
2094,6212,278,1001,מגורים,280,283.18,74.252683,283.178052,Polygon
2095,6212,254,1001,מגורים,269,272.58,68.189665,272.581814,Polygon
2096,6212,2156,1008,תחבורה,1095.44,1113.63,382.048611,1113.634651,Polygon
2097,6962,196,1008,תחבורה,77,77.36,40.915137,77.357692,Polygon
2098,6958,2033,1008,תחבורה,87.07,85.47,58.666602,85.467747,Polygon
2099,6961,40,1002,מסחר,286,277.37,73.04682,277.365161,Polygon
2100,6212,2181,1008,תחבורה,44.19,44.14,44.986842,44.140329,Polygon
2101,6961,111,1008,תחבורה,31,33.33,35.548572,33.327858,Polygon
2102,6212,580,1008,תחבורה,117,116.37,83.594562,116.366653,Polygon
2103,6212,922,1001,מגורים,301,315.92,74.472769,315.922153,Polygon
2104,6959,80,1002,מסחר,460,449.53,89.100707,449.530245,Polygon
2105,6212,895,1001,מגורים,300,306.8,72.982413,306.797832,Polygon
2106,6958,167,1001,מגורים,286,293.18,77.06611,293.177609,Polygon
2107,6212,1295,1001,מגורים,298,301.71,74.037227,301.708265,Polygon
2108,6212,549,1001,מגורים,566,545.22,98.130125,545.222848,Polygon
2109,6625,1095,1001,מגורים,350,358.67,91.737183,358.668712,Polygon
2110,6625,1098,1001,מגורים,420,427.31,92.724606,427.312559,Polygon
2111,6630,655,1001,מגורים,1609,1628.69,160.785586,1628.689487,Polygon
2112,6336,2019,1006,שטחים פתוחים,435.28,418.3,140.913571,418.302245,Polygon
2113,6625,2227,1001,מגורים,716.25,693.39,109.320599,693.385983,Polygon
2114,6336,604,1008,תחבורה,1888,1983.32,508.87545,1983.318402,Polygon
2115,6625,2142,1008,תחבורה,119.72,120.88,55.261574,120.881461,Polygon
2116,6627,276,1001,מגורים,866,876.56,122.478267,876.564628,Polygon
2117,6627,212,1001,מגורים,966,951.57,125.103254,951.566405,Polygon
2118,6336,571,1001,מגורים,716,730.27,108.939278,730.271144,Polygon
2119,6623,792,1001,מגורים,677,712.42,114.24542,712.417979,Polygon
2120,6627,283,1001,מגורים,925,966.09,126.893165,966.08514,Polygon
2121,6336,532,1001,מגורים,654,657.55,102.758302,657.550742,Polygon
2122,6623,782,1001,מגורים,499,552.06,94.075998,552.059012,Polygon
2123,6336,589,1005,מבנים ומוסדות ציבור,9002,8969.44,399.421753,8969.442044,Polygon
2124,6336,440,1001,מגורים,589,556.48,95.51199,556.480311,Polygon
2125,6627,226,1001,מגורים,1208,1187.05,145.793167,1187.052587,Polygon
2126,6886,12,1001,מגורים,4178,4178.52,320.878243,4178.524187,Polygon
2127,6336,518,1001,מגורים,604,606.8,99.215123,606.802798,Polygon
2128,6627,629,1001,מגורים,502,509.97,92.112662,509.97383,Polygon
2129,6630,654,1001,מגורים,1607,1613.48,163.101539,1613.484752,Polygon
2130,6625,1022,1001,מגורים,880,886.09,131.866216,886.094557,Polygon
2131,6627,631,1001,מגורים,502,514.34,92.510508,514.337977,Polygon
2132,6625,646,1001,מגורים,902,921.77,120.864385,921.77309,Polygon
