זיהוי ממג מגרש *,מספר גוש *,מספר מגרש *,קוד ייעוד ראשי,תיאור ייעוד ראשי,שטח רשום,שטח גרפי,Shape_Length,Shape_Area,צורה *
1,6620,20,1001,מגורים,4454,4435.54,280.568609,4435.541775,Polygon
2,6111,667,1001,מגורים,53,46.56,46.365817,46.555618,Polygon
3,6107,425,1001,מגורים,1455,1440.38,153.612206,1440.378339,Polygon
4,6107,2140,1008,תחבורה,436.69,440.5,166.62209,440.504291,Polygon
5,6106,388,1008,תחבורה,56,59.81,78.319217,59.814942,Polygon
6,6107,424,1001,מגורים,1163,1179.37,138.51982,1179.372764,Polygon
7,6107,268,1008,תחבורה,199,169.4,58.471431,169.399188,Polygon
8,7422,68,1009,שטח לתכנון בעתיד,559,558.01,98.512558,558.013146,Polygon
9,7422,65,1009,שטח לתכנון בעתיד,570,573.49,100.105429,573.489365,Polygon
10,6130,164,1008,תחבורה,722,710.85,156.935449,710.851725,Polygon
11,6962,36,1002,מסחר,406,407.75,87.877868,407.754142,Polygon
12,7241,4,1001,מגורים,3011,3058.87,236.253455,3058.866489,Polygon
13,6107,408,1008,תחבורה,172,154.77,56.123006,154.772889,Polygon
14,6925,161,1009,שטח לתכנון בעתיד,69.88,69.88,34.171198,69.875922,Polygon
15,7420,95,1001,מגורים,72,75.51,38.532191,75.50682,Polygon
16,8983,17,1002,מסחר,195,193.73,55.880866,193.725958,Polygon
17,8983,13,1002,מסחר,393,377.54,84.987126,377.543061,Polygon
18,8982,20,1002,מסחר,174,156.6,50.13683,156.600883,Polygon
19,6213,820,1001,מגורים,751,748.43,114.168386,748.434831,Polygon
20,6213,497,1001,מגורים,818,835.43,117.482735,835.434817,Polygon
21,6213,503,1001,מגורים,751,760.42,111.54444,760.424546,Polygon
22,6163,112,0,ללא סיווג,353,358.52,82.011884,358.521821,Polygon
23,6133,2034,1006,שטחים פתוחים,766.78,768.1,123.319646,768.0984,Polygon
24,6962,58,1002,מסחר,292,281.49,75.168149,281.493692,Polygon
25,6904,162,1001,מגורים,478,487.42,95.007225,487.424804,Polygon
26,7440,17,1001,מגורים,277,275.73,67.509663,275.732545,Polygon
27,6636,825,1001,מגורים,443,462.2,87.517808,462.19558,Polygon
28,6636,533,1001,מגורים,543,531.51,93.311118,531.511786,Polygon
29,6636,603,1008,תחבורה,315,319.23,143.775062,319.233092,Polygon
30,6637,684,1001,מגורים,537,526.37,95.132532,526.366728,Polygon
31,6637,379,1001,מגורים,510,516.6,94.452937,516.600281,Polygon
32,6637,455,1001,מגורים,508,512.6,94.328313,512.602574,Polygon
33,6637,577,1006,שטחים פתוחים,288,291.94,124.788746,291.935824,Polygon
34,6637,347,1001,מגורים,808,814.05,120.569598,814.04716,Polygon
35,6623,529,1001,מגורים,726,734.2,109.808911,734.19545,Polygon
36,6623,528,1001,מגורים,724,687.49,106.796277,687.488934,Polygon
37,6637,361,1001,מגורים,752,753.61,109.883659,753.605212,Polygon
38,6608,6,0,ללא סיווג,54610,54164.46,1260.764766,54164.45987,Polygon
39,6772,2012,1008,תחבורה,210.89,212.52,148.429446,212.521122,Polygon
40,6141,87,0,ללא סיווג,1082,1095.88,134.666051,1095.878622,Polygon
41,6629,2035,1008,תחבורה,211.65,209.13,130.992655,209.129425,Polygon
42,6107,2135,1001,מגורים,725.81,771.26,117.876722,771.259804,Polygon
43,6212,1316,1008,תחבורה,147,147.32,62.951614,147.322448,Polygon
44,6107,359,1008,תחבורה,100,102.11,40.351594,102.108975,Polygon
45,6107,272,1008,תחבורה,200,166.1,57.825827,166.104542,Polygon
46,6107,421,1001,מגורים,1144,1126.62,141.968655,1126.620485,Polygon
47,6962,28,1002,מסחר,281,282.14,76.419052,282.141864,Polygon
48,6962,31,1002,מסחר,284,273.51,69.44226,273.513743,Polygon
49,6106,79,1008,תחבורה,28,15.98,24.986172,15.981451,Polygon
50,7420,98,1001,מגורים,344,327.53,76.870127,327.525194,Polygon
51,8985,16,1002,מסחר,191,189.73,55.177585,189.728752,Polygon
52,7228,49,1009,שטח לתכנון בעתיד,259,263.19,66.830808,263.190595,Polygon
53,7499,10,1001,מגורים,156,159.14,52.671528,159.137244,Polygon
54,6957,133,1001,מגורים,561,546.07,92.787126,546.065676,Polygon
55,6213,1015,1001,מגורים,314,307.99,70.658922,307.99442,Polygon
56,6213,1262,1001,מגורים,823,813.11,115.434962,813.108006,Polygon
57,6214,136,1001,מגורים,420,417.69,85.834448,417.694482,Polygon
58,6163,141,0,ללא סיווג,497,496.99,89.997329,496.988941,Polygon
59,6133,599,1002,מסחר,392,396.31,81.963124,396.3086,Polygon
60,6962,60,1002,מסחר,284,276.44,73.483802,276.442269,Polygon
61,6962,18,1001,מגורים,279,268.32,74.310329,268.324956,Polygon
62,6904,156,1001,מגורים,462,462.3,95.757797,462.30487,Polygon
63,6932,4,1001,מגורים,235,232.36,61.453398,232.357218,Polygon
64,7440,7,1001,מגורים,288,289.83,67.035502,289.827532,Polygon
65,7063,59,1008,תחבורה,32,35.25,27.299942,35.248093,Polygon
66,6636,574,1001,מגורים,502,513.73,91.539111,513.731157,Polygon
67,6636,726,1001,מגורים,438,455.62,85.992901,455.618918,Polygon
68,6637,454,1001,מגורים,508,508.04,94.001333,508.038864,Polygon
69,6637,746,1008,תחבורה,99,97.68,57.67544,97.68384,Polygon
70,6637,378,1001,מגורים,510,515,94.399803,515.000733,Polygon
71,6637,456,1001,מגורים,507,527.95,95.405823,527.951531,Polygon
72,6637,349,1001,מגורים,790,780.26,111.917338,780.259797,Polygon
73,6623,2013,1001,מגורים,1236,1230.25,155.092575,1230.245865,Polygon
74,6637,399,1001,מגורים,716,760.29,113.026215,760.290737,Polygon
75,6972,288,1003,תעסוקה,334,316.27,71.167519,316.267899,Polygon
76,6623,299,1001,מגורים,964,998.64,125.635209,998.643444,Polygon
77,6623,628,1008,תחבורה,1600,1569.84,353.459875,1569.839928,Polygon
78,6972,2038,1008,תחבורה,22.29,22.32,23.32699,22.315754,Polygon
79,6623,777,1001,מגורים,768,694.52,106.084838,694.522738,Polygon
80,6623,222,1001,מגורים,775,807.63,114.183091,807.628895,Polygon
81,6623,251,1001,מגורים,737,721.52,107.711146,721.519703,Polygon
82,6623,800,1001,מגורים,683,670.14,109.161131,670.137865,Polygon
83,6623,383,1005,מבנים ומוסדות ציבור,1835,1871.25,177.695669,1871.25061,Polygon
84,6623,213,1001,מגורים,700,666.19,107.297304,666.188834,Polygon
85,6623,256,1001,מגורים,777,767.88,107.974381,767.879935,Polygon
86,6623,324,1001,מגורים,745,762.86,114.030498,762.861498,Polygon
87,6623,870,1001,מגורים,632,629.54,111.478043,629.543473,Polygon
88,6623,910,1001,מגורים,2056,2048.15,183.726765,2048.152154,Polygon
89,6623,196,1001,מגורים,700,699.52,111.209952,699.520261,Polygon
90,6623,918,1001,מגורים,656,653.36,112.10602,653.359539,Polygon
91,6623,905,1001,מגורים,636,633.52,111.677521,633.516241,Polygon
92,6623,886,1001,מגורים,636,633.6,111.689273,633.601993,Polygon
93,6623,160,1001,מגורים,300,325.32,75.061948,325.318902,Polygon
94,6623,900,1001,מגורים,636,633.5,111.912974,633.50194,Polygon
95,6624,542,1008,תחבורה,88,97.36,53.368286,97.357645,Polygon
96,6623,875,1001,מגורים,634,631.34,112.237292,631.338531,Polygon
97,6624,340,1001,מגורים,700,733.94,111.103004,733.942405,Polygon
98,6624,334,1001,מגורים,700,701.16,109.437233,701.15878,Polygon
99,6624,507,1001,מגורים,690,659.21,106.875972,659.214606,Polygon
100,6624,514,1001,מגורים,552,547.69,95.776987,547.690631,Polygon
101,6624,453,1001,מגורים,661,642.36,102.107312,642.361969,Polygon
102,6624,445,1008,תחבורה,1015,987.25,228.595035,987.251484,Polygon
103,7440,31,1001,מגורים,319,316.24,81.625799,316.23525,Polygon
104,7440,5,1001,מגורים,280,279.22,66.887698,279.219806,Polygon
105,8984,49,1008,תחבורה,715,710.85,158.108003,710.848073,Polygon
106,8984,13,1002,מסחר,405,406.69,83.43672,406.685045,Polygon
107,8984,4,1002,מסחר,192,191.03,55.519099,191.028125,Polygon
108,8983,31,1002,מסחר,182,176.32,53.47186,176.320451,Polygon
109,6925,168,1009,שטח לתכנון בעתיד,34.39,34.4,33.070252,34.395881,Polygon
110,6925,164,1009,שטח לתכנון בעתיד,4.2,4.2,8.420553,4.2016,Polygon
111,7499,86,1001,מגורים,111,110.28,44.475523,110.282782,Polygon
112,7499,129,1008,תחבורה,131,131.34,56.168856,131.338132,Polygon
113,6625,991,1001,מגורים,931,889.55,129.311443,889.548065,Polygon
114,6628,534,1008,תחבורה,293,299.13,87.997705,299.13108,Polygon
115,6628,79,1001,מגורים,513,511.98,93.912206,511.98036,Polygon
116,6630,2004,1008,תחבורה,186.4,163.14,102.128104,163.143328,Polygon
117,6628,63,1001,מגורים,506,509.86,93.446019,509.857224,Polygon
118,7499,135,1001,מגורים,110,111.74,46.21714,111.742732,Polygon
119,6134,99,1001,מגורים,344,344.46,88.239336,344.4553,Polygon
120,6134,87,1001,מגורים,349,322.78,85.27794,322.7783,Polygon
121,6131,2186,1008,תחבורה,42.68,31.19,31.553097,31.191944,Polygon
122,7093,382,1008,תחבורה,241,241.49,72.915369,241.492417,Polygon
123,7092,31,1002,מסחר,554,544.11,94.42519,544.109985,Polygon
124,6213,1206,1008,תחבורה,85,103.98,89.87864,103.977809,Polygon
125,6627,2813,1008,תחבורה,509.47,520.75,143.400974,520.748508,Polygon
126,6954,96,1001,מגורים,327,323.43,77.756548,323.433063,Polygon
127,6958,60,1001,מגורים,1522,1488.56,157.805083,1488.563216,Polygon
128,6212,532,1008,תחבורה,1368,1374.6,292.91582,1374.602361,Polygon
129,6628,345,1008,תחבורה,1292,1315.33,383.696984,1315.33469,Polygon
130,6332,125,0,ללא סיווג,13784,13690.26,487.411053,13690.26427,Polygon
131,6134,386,1001,מגורים,266,253.3,75.775132,253.303532,Polygon
132,6648,2756,1005,מבנים ומוסדות ציבור,173.62,177.67,131.212318,177.673343,Polygon
133,6142,239,0,ללא סיווג,4569,4513.74,263.44753,4513.741339,Polygon
134,6978,2107,1001,מגורים,458.97,456.15,86.858841,456.148931,Polygon
135,6978,2110,1001,מגורים,524.5,521.28,91.758006,521.275343,Polygon
136,6107,420,1001,מגורים,1175,1178.62,140.245818,1178.619277,Polygon
137,6923,10,1009,שטח לתכנון בעתיד,342,339.77,85.059737,339.766062,Polygon
138,6107,273,1001,מגורים,1678,1654.15,158.842539,1654.14789,Polygon
139,6962,38,1002,מסחר,310,308.32,79.329024,308.318375,Polygon
140,8983,32,1002,מסחר,190,188.28,55.0827,188.277178,Polygon
141,8986,35,1002,מסחר,191,191.12,56.154881,191.119496,Polygon
142,8986,36,1002,מסחר,189,191.49,56.301194,191.48605,Polygon
143,7204,39,1001,מגורים,266,290.42,72.790196,290.423163,Polygon
144,7499,38,1001,מגורים,86,84.71,36.856443,84.706198,Polygon
145,7499,5,1001,מגורים,111,110.36,45.017394,110.361075,Polygon
146,6955,2002,1001,מגורים,316.24,317.08,75.409989,317.08375,Polygon
147,6111,109,1001,מגורים,770,764.16,113.814519,764.164063,Polygon
148,6929,85,1001,מגורים,173,170.01,55.923125,170.0116,Polygon
149,6163,144,0,ללא סיווג,4900,5198.89,1022.29168,5198.893361,Polygon
150,6133,845,1001,מגורים,392,392.45,86.563652,392.4513,Polygon
151,6904,146,1001,מגורים,444,443.62,88.52927,443.615929,Polygon
152,7085,41,1001,מגורים,532,534.57,94.270896,534.566692,Polygon
153,7085,49,1001,מגורים,557,542.54,93.456138,542.539979,Polygon
154,7063,58,1008,תחבורה,147,143.73,47.858524,143.726206,Polygon
155,6637,780,1008,תחבורה,95,94.69,54.38334,94.687405,Polygon
156,6637,2045,1008,תחבורה,90.82,89.48,51.028204,89.483092,Polygon
157,6637,375,1001,מגורים,510,510.07,94.105188,510.06834,Polygon
158,6637,425,1001,מגורים,705,696.76,105.854877,696.762624,Polygon
159,6623,527,1001,מגורים,722,700.42,108.085193,700.41995,Polygon
160,6637,576,1006,שטחים פתוחים,212,224.3,95.724375,224.302457,Polygon
161,6637,784,1008,תחבורה,90,95.36,53.843326,95.36437,Polygon
162,6623,811,1001,מגורים,637,676.65,102.37746,676.64977,Polygon
163,6972,303,1002,מסחר,460,471.4,90.567713,471.396188,Polygon
164,6637,712,1008,תחבורה,273,266.75,74.82601,266.748585,Polygon
165,6623,695,1001,מגורים,710,705.63,106.628916,705.6329,Polygon
166,6623,216,1001,מגורים,774,748.21,111.739523,748.213241,Polygon
167,6623,321,1001,מגורים,838,845.38,122.591521,845.380131,Polygon
168,6623,271,1001,מגורים,1000,984.05,123.721998,984.053358,Polygon
169,6623,919,1001,מגורים,659,656.41,112.479754,656.408587,Polygon
170,6623,211,1001,מגורים,700,709.42,109.596251,709.420231,Polygon
171,6623,200,1001,מגורים,708,704.9,112.994889,704.901515,Polygon
172,6623,264,1001,מגורים,800,775.98,112.827585,775.982445,Polygon
173,6623,871,1001,מגורים,632,629.5,111.478504,629.502992,Polygon
174,6623,911,1001,מגורים,1256,1251.06,136.794912,1251.061463,Polygon
175,6623,887,1001,מגורים,636,633.5,111.764728,633.499473,Polygon
176,6623,901,1001,מגורים,636,633.56,111.907595,633.555422,Polygon
177,6624,2292,1008,תחבורה,12.41,12.55,14.299522,12.550415,Polygon
178,6624,332,1001,מגורים,709,707.72,107.289187,707.719772,Polygon
179,6624,333,1001,מגורים,869,859.2,117.524952,859.196456,Polygon
180,6623,161,1001,מגורים,455,576.67,96.387179,576.665036,Polygon
181,6624,297,1001,מגורים,766,726.22,107.838214,726.224624,Polygon
182,6624,450,1001,מגורים,661,657.16,102.910682,657.156759,Polygon
183,6624,452,1001,מגורים,661,660.84,103.335663,660.836633,Polygon
184,6623,908,1001,מגורים,1179,1174.45,143.486222,1174.449216,Polygon
185,6623,258,1001,מגורים,700,714.76,108.986951,714.762268,Polygon
186,6997,259,0,ללא סיווג,988,983.99,129.864907,983.9926,Polygon
187,6624,443,1008,תחבורה,969,1019.86,217.226887,1019.85753,Polygon
188,6624,475,1002,מסחר,1642,1641,193.998664,1641.002708,Polygon
189,6623,274,1001,מגורים,700,693.11,109.104277,693.113851,Polygon
190,7441,20,1001,מגורים,584,586.11,99.406055,586.113945,Polygon
191,7438,17,1001,מגורים,375,365.69,76.493909,365.694131,Polygon
192,6932,183,1001,מגורים,415.48,410.4,81.704292,410.40368,Polygon
193,8984,20,1002,מסחר,197,196.18,56.373329,196.182334,Polygon
194,8984,14,1002,מסחר,194,190.67,55.367456,190.671848,Polygon
195,8985,17,1002,מסחר,190,188,54.913145,187.997979,Polygon
196,8984,37,1002,מסחר,206,209.39,58.366487,209.388292,Polygon
197,8984,36,1002,מסחר,218,218.93,59.402664,218.925543,Polygon
198,8983,20,1002,מסחר,240,245.74,63.859308,245.738434,Polygon
199,8983,42,1002,מסחר,25,30.67,25.973424,30.672132,Polygon
200,8984,1,1002,מסחר,196,193.58,55.888637,193.584216,Polygon
201,6925,162,1009,שטח לתכנון בעתיד,55.33,55.32,30.361005,55.319786,Polygon
202,7499,24,1001,מגורים,188,191.77,56.970338,191.771132,Polygon
203,7499,21,1001,מגורים,155,157.03,50.762303,157.025695,Polygon
204,6792,2037,1008,תחבורה,83.02,83.98,52.115534,83.982202,Polygon
205,6628,250,1001,מגורים,509,505.67,91.322346,505.666448,Polygon
206,6630,505,1005,מבנים ומוסדות ציבור,1586,1449.63,159.325841,1449.631374,Polygon
207,6628,109,1001,מגורים,500,498.56,91.882915,498.564136,Polygon
208,6628,84,1001,מגורים,521,499.09,91.291968,499.085238,Polygon
209,7499,2042,1001,מגורים,231.03,233.86,75.934789,233.858274,Polygon
210,6134,101,1001,מגורים,344,336.1,87.723478,336.0981,Polygon
211,6134,86,1001,מגורים,329,336.05,86.062131,336.0456,Polygon
212,6962,2125,1008,תחבורה,133.81,128.35,78.682119,128.347757,Polygon
213,7092,22,1001,מגורים,521,527.44,96.872607,527.438804,Polygon
214,6903,179,1002,מסחר,387,402.44,81.71835,402.436028,Polygon
215,6213,840,1001,מגורים,700,689.85,105.14085,689.848745,Polygon
216,7078,32,1001,מגורים,468,471.27,87.13908,471.268102,Polygon
217,6212,1062,1001,מגורים,250,246.2,65.462107,246.202083,Polygon
218,6106,713,1008,תחבורה,55,59.67,38.490951,59.668679,Polygon
219,6626,154,1001,מגורים,502,505.51,91.078882,505.512703,Polygon
220,6623,2114,1008,תחבורה,174.56,175.25,179.573768,175.248612,Polygon
221,6625,1064,1001,מגורים,815,838.52,116.27379,838.517309,Polygon
222,6134,495,1008,תחבורה,82,105.71,112.555578,105.712571,Polygon
223,6106,308,1001,מגורים,201,205.38,63.459238,205.376649,Polygon
224,6107,174,1001,מגורים,283,269.15,70.840962,269.151375,Polygon
225,6106,527,1001,מגורים,74,58.1,48.044437,58.10259,Polygon
226,6107,422,1001,מגורים,1329,1330.27,153.142273,1330.274364,Polygon
227,6107,430,1001,מגורים,1364,1346.3,150.011046,1346.295859,Polygon
228,6134,2298,1005,מבנים ומוסדות ציבור,1477.59,1481.61,163.570316,1481.610362,Polygon
229,6962,55,1002,מסחר,251,257.98,66.013395,257.977501,Polygon
230,6894,51,1002,מסחר,321,322.1,74.163029,322.103073,Polygon
231,6769,59,1005,מבנים ומוסדות ציבור,8349,8396.46,381.396514,8396.464888,Polygon
232,8983,25,1002,מסחר,193,186.3,54.65979,186.301672,Polygon
233,8983,12,1002,מסחר,207,200.03,56.880382,200.033649,Polygon
234,7228,48,1009,שטח לתכנון בעתיד,162,164.17,57.363016,164.171408,Polygon
235,7499,16,1001,מגורים,57,56.66,30.13569,56.664512,Polygon
236,6955,164,1008,תחבורה,26,25.6,30.415604,25.604466,Polygon
237,6163,194,0,ללא סיווג,2857,2897.96,231.809663,2897.959837,Polygon
238,6163,113,0,ללא סיווג,1,0.45,3.345964,0.447525,Polygon
239,6163,65,0,ללא סיווג,7960,7971.86,468.778825,7971.86,Polygon
240,6904,88,1001,מגורים,454,448.26,87.068884,448.260301,Polygon
241,7440,6,1001,מגורים,283,281.98,67.051457,281.976812,Polygon
242,7442,15,1002,מסחר,762,764.08,110.997113,764.081501,Polygon
243,6636,588,1001,מגורים,514,535.69,94.982499,535.686887,Polygon
244,6636,2079,1001,מגורים,470.04,468.84,88.000206,468.844999,Polygon
245,6637,717,1008,תחבורה,161,158.47,51.848817,158.467669,Polygon
246,6637,704,1008,תחבורה,152,101.99,148.164476,101.985994,Polygon
247,6637,422,1001,מגורים,751,734.05,110.359507,734.051334,Polygon
248,6637,424,1001,מגורים,705,683.95,104.896506,683.94559,Polygon
249,6637,426,1001,מגורים,705,697.71,105.926205,697.709714,Polygon
250,6637,350,1001,מגורים,764,772.19,111.710827,772.187545,Polygon
251,6637,360,1001,מגורים,863,873.59,124.916094,873.593656,Polygon
252,6972,2035,1003,תעסוקה,149.39,153.09,51.060711,153.085862,Polygon
253,6637,662,1008,תחבורה,170,171.55,54.390406,171.552292,Polygon
254,6623,809,1001,מגורים,870,902.11,135.739946,902.107194,Polygon
255,6637,691,1001,מגורים,708,705.1,106.428883,705.096874,Polygon
256,6623,531,1001,מגורים,693,662.14,105.670659,662.141533,Polygon
257,6637,571,1008,תחבורה,2692,2733.26,450.858426,2733.257767,Polygon
258,7061,2123,1008,תחבורה,22.21,22.24,23.561148,22.235345,Polygon
259,7061,2071,1008,תחבורה,32.49,31.84,32.440388,31.836077,Polygon
260,6623,765,1001,מגורים,499,523.01,95.175902,523.007538,Polygon
261,6623,322,1001,מגורים,837,802.47,115.699706,802.472528,Polygon
262,6623,320,1001,מגורים,1238,1173.05,137.026434,1173.046093,Polygon
263,6623,920,1001,מגורים,662,659.48,112.853356,659.476546,Polygon
264,6623,325,1001,מגורים,830,825.77,112.213704,825.771457,Polygon
265,6623,327,1001,מגורים,864,841.32,119.11002,841.324574,Polygon
266,6623,752,1008,תחבורה,2568,2577.94,366.367854,2577.942983,Polygon
267,6623,878,1001,מגורים,633,630.56,111.526675,630.555799,Polygon
268,6623,848,1005,מבנים ומוסדות ציבור,7385,7354.98,363.082613,7354.97696,Polygon
269,6623,894,1001,מגורים,650,647.42,106.888071,647.423594,Polygon
270,6623,898,1001,מגורים,636,633.51,111.666792,633.506194,Polygon
271,6623,889,1001,מגורים,636,633.46,111.906373,633.463312,Polygon
272,6623,873,1001,מגורים,632,629.68,111.511231,629.681809,Polygon
273,6623,838,1001,מגורים,672,621.45,100.92691,621.446187,Polygon
274,6624,337,1001,מגורים,400,385.32,81.240038,385.31993,Polygon
275,6624,402,1001,מגורים,847,887.22,124.831168,887.215238,Polygon
276,6623,852,1006,שטחים פתוחים,572,569.73,95.952532,569.733172,Polygon
277,6623,262,1001,מגורים,1049,1061.05,143.064857,1061.049481,Polygon
278,6624,768,1008,תחבורה,595,591.44,116.132326,591.441343,Polygon
279,6624,508,1001,מגורים,689,724.15,110.708473,724.148135,Polygon
280,6624,361,1001,מגורים,740,734.41,106.896888,734.406233,Polygon
281,7440,22,1001,מגורים,308,307.12,81.756337,307.124221,Polygon
282,7439,3,1001,מגורים,480,485.74,89.653554,485.736488,Polygon
283,7440,21,1001,מגורים,353,349.58,74.58354,349.575106,Polygon
284,7429,59,1001,מגורים,258,245.71,71.9964,245.706501,Polygon
285,7085,149,1001,מגורים,639,632.84,103.265369,632.837207,Polygon
286,8984,12,1002,מסחר,196,200.02,56.73695,200.019793,Polygon
287,8984,25,1002,מסחר,199,197.58,56.311578,197.579183,Polygon
288,8982,27,1002,מסחר,165,189.11,55.51926,189.10952,Polygon
289,6925,73,1009,שטח לתכנון בעתיד,95.49,95.5,53.246401,95.500063,Polygon
290,6925,167,1009,שטח לתכנון בעתיד,193.12,193.12,74.354627,193.119389,Polygon
291,7499,93,1001,מגורים,112,112.45,44.749823,112.454665,Polygon
292,7499,30,1001,מגורים,96,97.14,39.975573,97.144448,Polygon
293,6336,59,1001,מגורים,803,797.83,115.255271,797.831248,Polygon
294,6624,799,1001,מגורים,245,244.01,66.527204,244.005342,Polygon
295,6134,398,1001,מגורים,266,249.06,74.964532,249.060869,Polygon
296,6636,712,1008,תחבורה,1831,1772.87,288.34322,1772.870541,Polygon
297,6636,602,1008,תחבורה,607,673.99,156.826632,673.991391,Polygon
298,6963,46,1001,מגורים,282,280.01,75.858476,280.014069,Polygon
299,6130,2121,1001,מגורים,498.44,510.23,90.445908,510.228487,Polygon
300,6107,2052,1001,מגורים,539.46,530.08,99.64813,530.084735,Polygon
301,6107,2130,1008,תחבורה,232.15,237.63,76.833528,237.632745,Polygon
302,6212,1311,1001,מגורים,179,197.96,62.59747,197.963949,Polygon
303,6107,439,1008,תחבורה,155,153.75,108.768581,153.752082,Polygon
304,6106,306,1001,מגורים,345,335.79,75.517589,335.789154,Polygon
305,6923,9,1009,שטח לתכנון בעתיד,338,343.16,85.461993,343.157536,Polygon
306,6108,2076,1008,תחבורה,5999.99,5999.27,500.604471,5999.269978,Polygon
307,7241,2047,1008,תחבורה,114.94,115.28,54.38717,115.275712,Polygon
308,6894,52,1005,מבנים ומוסדות ציבור,156,163.12,56.157472,163.116219,Polygon
309,6769,62,1008,תחבורה,117,100.52,63.693622,100.519174,Polygon
310,8983,33,1002,מסחר,189,188.83,55.090519,188.832622,Polygon
311,8983,34,1002,מסחר,180,172.54,52.565456,172.5408,Polygon
312,6960,105,1001,מגורים,427,418.19,85.80576,418.188171,Polygon
313,6213,642,1008,תחבורה,73,71.24,41.594507,71.240486,Polygon
314,6163,91,0,ללא סיווג,198,200.86,69.714941,200.860262,Polygon
315,6927,47,1001,מגורים,81,78.99,36.077832,78.985598,Polygon
316,6163,93,0,ללא סיווג,502,509.39,91.318969,509.39325,Polygon
317,6133,2033,1006,שטחים פתוחים,786.39,788.16,122.297077,788.15835,Polygon
318,6962,166,1008,תחבורה,13.1,29.57,42.368968,29.568769,Polygon
319,6904,167,1001,מגורים,446,450.66,91.520281,450.659755,Polygon
320,7440,19,1001,מגורים,276,276.94,67.30221,276.942144,Polygon
321,7440,18,1001,מגורים,284,284.07,68.683294,284.06998,Polygon
322,6636,597,1008,תחבורה,96,100.15,41.033637,100.152686,Polygon
323,6636,800,1001,מגורים,436,478.94,88.829643,478.938859,Polygon
324,6636,572,1001,מגורים,540,550.42,91.970539,550.416506,Polygon
325,6637,480,1001,מגורים,549,542.89,98.411114,542.890334,Polygon
326,6637,685,1001,מגורים,500,490.47,92.545531,490.469,Polygon
327,6637,411,1001,מגורים,454,445.5,84.745373,445.503635,Polygon
328,6637,389,1001,מגורים,732,726.5,108.022795,726.497801,Polygon
329,6623,585,1001,מגורים,697,642.17,105.34429,642.171375,Polygon
330,6623,586,1001,מגורים,607,617.07,99.161434,617.066757,Polygon
331,6972,2037,1003,תעסוקה,143.71,143.84,50.07768,143.84453,Polygon
332,6972,287,1003,תעסוקה,342,330.94,72.793,330.94102,Polygon
333,6972,2148,1003,תעסוקה,728.38,748.06,109.596242,748.056891,Polygon
334,6623,794,1001,מגורים,898,871.86,116.559877,871.861677,Polygon
335,6623,275,1001,מגורים,700,661.49,98.035242,661.487385,Polygon
336,6623,764,1001,מגורים,499,482.06,94.969723,482.059331,Polygon
337,6623,766,1001,מגורים,654,666.82,100.106841,666.816279,Polygon
338,6623,323,1001,מגורים,753,776.05,118.243665,776.05041,Polygon
339,6623,268,1001,מגורים,838,764.81,110.756472,764.814078,Polygon
340,6623,221,1001,מגורים,700,741.7,111.547953,741.698508,Polygon
341,6623,252,1001,מגורים,705,697.43,104.63693,697.43178,Polygon
342,6623,217,1001,מגורים,700,671.54,106.094505,671.541762,Polygon
343,6623,260,1001,מגורים,726,716.73,109.603439,716.733313,Polygon
344,6623,868,1008,תחבורה,447,445.27,131.034771,445.266292,Polygon
345,6623,265,1001,מגורים,1116,1156.77,140.526106,1156.770489,Polygon
346,6623,202,1001,מגורים,757,740.57,113.309102,740.574583,Polygon
347,6623,869,1001,מגורים,650,647.47,107.377654,647.474068,Polygon
348,6623,879,1001,מגורים,633,630.55,111.527191,630.552759,Polygon
349,6623,197,1001,מגורים,824,916.85,123.143711,916.847982,Polygon
350,6623,924,1001,מגורים,1810,1802.87,170.27873,1802.865397,Polygon
351,6134,392,1001,מגורים,266,246.35,74.951975,246.349596,Polygon
352,6134,494,1008,תחבורה,163,165.04,114.737882,165.036591,Polygon
353,6106,631,1001,מגורים,799,777.98,116.203402,777.979854,Polygon
354,6141,78,0,ללא סיווג,1502,1778.89,487.425842,1778.88948,Polygon
355,6978,2106,1001,מגורים,558.83,555.39,94.338051,555.392825,Polygon
356,6978,2111,1001,מגורים,485.17,482.19,87.971482,482.185122,Polygon
357,6107,388,1001,מגורים,763,730.62,108.639544,730.622481,Polygon
358,6107,2053,1001,מגורים,542.77,531.56,99.05433,531.561032,Polygon
359,6106,303,1008,תחבורה,5,2.46,8.14372,2.457548,Polygon
360,6107,440,1008,תחבורה,201,204.2,79.237735,204.201564,Polygon
361,6962,29,1002,מסחר,286,274.51,76.281669,274.509522,Polygon
362,6962,30,1002,מסחר,287,295.45,75.911417,295.44662,Polygon
363,6647,2165,1008,תחבורה,1936.86,1942.8,196.118809,1942.802165,Polygon
364,8985,3,1002,מסחר,209,214.43,59.058545,214.433809,Polygon
365,8986,37,1002,מסחר,185,183.21,55.028086,183.20822,Polygon
366,7499,95,1001,מגורים,119,120.02,46.182752,120.017139,Polygon
367,6214,467,1001,מגורים,502,499.57,90.826126,499.574055,Polygon
368,6213,1060,1001,מגורים,308,309.77,71.217934,309.765736,Polygon
369,6627,539,1001,מגורים,524,522.88,95.126496,522.877671,Polygon
370,7499,2039,1001,מגורים,248.05,245.7,62.927973,245.697644,Polygon
